id,user_id,hours,date,project_num,price
2864,19,6,7/3/2019,2019-ISO-25,0
2865,19,1,7/3/2019,2019-BPR-1,0
2866,55,9,7/1/2019,2019-ISO-27,0
2867,55,9,7/2/2019,2019-ISO-27,0
2868,55,9,7/3/2019,2019-ISO-27,0
2872,15,4,7/2/2019,2019-ISO-27,0
2870,15,3,7/3/2019,2019-Cost Center-3,0
2871,15,6,7/3/2019,2019-ISO-27,0
2876,15,1,7/2/2019,2019-Cost Center-3,0
2875,15,4,7/1/2019,2019-ISO-19,0
2877,15,4,7/2/2019,2019-ISO-19,0
2878,2,1,7/4/2019,2019-BPR-1,0
2879,2,8,7/4/2019,2019-Cost Center-3,0
2917,53,4.5,7/4/2019,2019-ISO-20,0
2881,51,9,6/30/2019,2019-Lean-1,0
2882,51,7,7/1/2019,2019-Lean-1,0
2883,51,2,7/1/2019,2019-Vacation-1,0
2884,51,9,7/3/2019,2019-Lean-1,0
2885,51,6,7/2/2019,2019-Lean-1,0
2886,51,3,7/2/2019,2019-Vacation-1,0
2887,1,4,6/29/2019,2019-Lean-2,0
2888,1,5,6/29/2019,2019-Cost Center-3,0
2889,1,5,7/3/2019,2019-Lean-9,0
2890,1,2,7/3/2019,2019-Lean-6,0
2891,1,2,7/3/2019,2019-Vacation-1,0
2892,1,2,7/4/2019,2019-Lean-2,0
2893,1,2,7/4/2019,2019-Vacation-1,0
2894,1,5,7/4/2019,2019-Cost Center-3,0
2895,1,4,7/2/2019,2019-Lean-1,0
2899,1,3,7/1/2019,2019-Lean-2,0
2897,1,3,7/2/2019,2019-Cost Center-3,0
2898,1,2,7/2/2019,2019-Lean-3,0
2901,1,3,7/1/2019,2019-Lean-9,0
2902,1,3,7/1/2019,2019-Cost Center-3,0
2903,1,5,6/30/2019,2019-Lean-9,0
2904,1,4,6/30/2019,2019-Cost Center-3,0
2905,13,9,7/4/2019,2019-Vacation-1,0
2906,13,9,7/3/2019,2019-Vacation-1,0
2907,13,9,7/2/2019,2019-BPR-2,0
2908,15,7,7/4/2019,2019-Cost Center-3,0
2910,15,1,7/4/2019,2019-ISO-27,0
2911,15,1,7/4/2019,2019-ISO-19,0
2912,53,3,7/4/2019,2019-ISO-26,0
2920,51,1.5,7/4/2019,2019-Cost Center-3,0
2918,51,7.5,7/4/2019,2019-Lean-1,0
2915,11,7.5,7/4/2019,2019-ISO-26,0
2916,11,1.5,7/4/2019,2019-Cost Center-3,0
2919,11,8,7/3/2019,2019-ISO-26,0
2921,11,1,7/3/2019,2019-Cost Center-3,0
2922,53,1.5,7/4/2019,2019-Cost Center-3,0
2923,11,9,7/2/2019,2019-ISO-26,0
2924,11,9,7/1/2019,2019-ISO-26,0
2925,11,9,6/30/2019,2019-Cost Center-3,0
2926,55,9,7/4/2019,2019-ISO-27,0
2927,19,1,7/4/2019,2019-Cost Center-3,0
2928,19,1,7/4/2019,2019-BPR-1,0
2929,19,1,7/4/2019,2019-ISO-20,0
2930,19,6,7/4/2019,2019-ISO-25,0
2931,12,5,7/4/2019,2019-Cost Center-3,0
2932,12,1.5,7/4/2019,2019-ISO-19,0
2933,12,0.5,7/4/2019,2019-ISO-20,0
2935,12,2,7/4/2019,2019-ISO-24,0
2936,12,3,7/2/2019,2019-BPR-1,0
2937,12,2,7/2/2019,2019-ISO-24,0
2938,12,0.5,7/2/2019,2019-ISO-21,0
2939,12,2,7/2/2019,2019-Cost Center-3,0
2940,12,0.5,7/2/2019,2019-ISO-20,0
2941,12,1,7/2/2019,2019-ISO-26,0
2942,12,2,7/3/2019,2019-ISO-19,0
2943,12,2,7/3/2019,2019-ISO-24,0
2944,12,0.5,7/3/2019,2019-BPR-1,0
2945,12,4.5,7/3/2019,2019-Cost Center-3,0
2946,10,5,7/4/2019,2019-Lean-6,0
2947,10,3,7/4/2019,2019-Lean-1,0
2948,10,1,7/4/2019,2019-Lean-9,0
2949,10,9,7/3/2019,2019-Lean-9,0
2950,10,5,7/2/2019,2019-Lean-7,0
2951,10,4,7/2/2019,2019-Lean-1,0
2954,10,4,7/1/2019,2019-Lean-7,0
2955,10,5,7/1/2019,2019-Lean-1,0
2956,10,9,6/30/2019,2019-Lean-1,0
2957,19,1,7/7/2019,2019-ISO-20,0
2958,19,4,7/7/2019,2019-ISO-25,0
2959,19,4,7/7/2019,2019-BPR-1,0
2960,2,9,7/7/2019,2019-Cost Center-3,0
2961,15,7,7/7/2019,2019-ISO-27,0
2962,15,2,7/7/2019,2019-Cost Center-3,0
2963,55,9,7/7/2019,2019-ISO-27,0
2964,1,7,7/7/2019,2019-Lean-2,0
2965,1,2,7/7/2019,2019-Cost Center-3,0
2966,12,0.5,7/7/2019,2019-ISO-21,0
2967,12,3.5,7/7/2019,2019-ISO-24,0
2968,12,5,7/7/2019,2019-Cost Center-3,0
2969,15,2,7/8/2019,2019-Cost Center-3,0
2970,15,7,7/8/2019,2019-ISO-27,0
2971,55,6,7/8/2019,2019-ISO-27,0
2972,55,3,7/8/2019,2019-ISO-21,0
2973,19,8,7/8/2019,2019-ISO-20,0
2974,19,1,7/8/2019,2019-ISO-25,0
2975,53,4,7/7/2019,2019-ISO-21,0
2976,53,3,7/8/2019,2019-ISO-20,0
2977,53,6,7/8/2019,2019-ISO-26,0
2978,53,2,7/7/2019,2019-ISO-20,0
2979,53,3,7/7/2019,2019-ISO-26,0
2980,15,3,7/9/2019,2019-ISO-27,0
2981,15,6,7/9/2019,2019-Cost Center-3,0
2982,12,7,7/9/2019,2019-ISO-19,0
2983,12,2,7/9/2019,2019-Cost Center-3,0
2984,12,2,7/8/2019,2019-ISO-24,0
3071,12,7,7/8/2019,2019-Cost Center-3,0
2986,19,3,7/9/2019,2019-Vacation-1,0
2987,19,3,7/9/2019,2019-ISO-25,0
2989,19,2,7/9/2019,2019-ISO-20,0
2990,19,1,7/9/2019,2019-BPR-1,0
2991,1,1,7/10/2019,2019-Lean-7,0
2992,1,8,7/10/2019,2019-Cost Center-3,0
2993,1,9,7/9/2019,2019-Cost Center-3,0
2994,12,2.5,7/10/2019,2019-Cost Center-3,0
2995,12,6.5,7/10/2019,2019-ISO-19,0
2997,1,2,7/8/2019,2019-Lean-2,0
2998,1,7,7/8/2019,2019-Cost Center-3,0
2999,2,3,7/10/2019,2019-Lean-9,0
3000,2,6,7/10/2019,2019-Cost Center-3,0
3001,2,9,7/9/2019,2019-Cost Center-3,0
3002,2,8,7/8/2019,2019-Vacation-1,0
3003,2,1,7/8/2019,2019-Cost Center-3,0
3004,11,9,7/7/2019,2019-ISO-26,0
3005,11,9,7/8/2019,2019-ISO-26,0
3006,11,9,7/9/2019,2019-ISO-26,0
3007,11,2,7/10/2019,2019-ISO-26,0
3008,11,7,7/10/2019,2019-Cost Center-3,0
3009,11,9,7/11/2019,2019-ISO-26,0
3013,15,5,7/10/2019,2019-ISO-19,0
3011,15,2,7/10/2019,2019-Cost Center-3,0
3012,15,2,7/10/2019,2019-ISO-27,0
3014,19,3,7/10/2019,2019-ISO-25,0
3015,19,4,7/10/2019,2019-ISO-25,0
3017,19,2,7/10/2019,2019-BPR-1,0
3018,51,7,7/9/2019,2019-Cost Center-3,0
3019,51,9,7/10/2019,2019-Lean-1,0
3020,51,9,7/7/2019,2019-Lean-1,0
3021,51,2.5,7/8/2019,2019-Lean-3,0
3022,51,6.5,7/8/2019,2019-Lean-1,0
3023,51,1,7/9/2019,2019-Lean-3,0
3024,51,1,7/9/2019,2019-Lean-1,0
3025,2,2,7/11/2019,2019-ISO-29,0
3026,2,1,7/11/2019,2019-ISO-27,0
3027,2,1,7/11/2019,2019-ISO-26,0
3028,2,1,7/11/2019,2019-ISO-21,0
3029,2,1,7/11/2019,2019-ISO-19,0
3030,2,3,7/11/2019,2019-Cost Center-3,0
3031,15,2,7/11/2019,2019-Cost Center-3,0
3032,15,1,7/11/2019,2019-ISO-19,0
3034,15,6,7/11/2019,2019-ISO-27,0
3035,53,8,7/11/2019,2019-ISO-20,0
3036,53,1,7/11/2019,2019-Cost Center-3,0
3037,53,3,7/10/2019,2019-ISO-21,0
3038,53,4,7/10/2019,2019-ISO-26,0
3039,53,2,7/10/2019,2019-ISO-20,0
3040,53,2,7/9/2019,2019-Vacation-1,0
3041,53,7,7/9/2019,2019-ISO-26,0
3042,19,2,7/11/2019,2019-Cost Center-3,0
3043,19,4,7/11/2019,2019-BPR-1,0
3044,19,3,7/11/2019,2019-ISO-25,0
3045,51,1,7/11/2019,2019-Cost Center-3,0
3046,51,8,7/11/2019,2019-Lean-3,0
3047,12,1,7/11/2019,2019-Cost Center-3,0
3048,12,8,7/11/2019,2019-ISO-19,0
3049,10,8,7/11/2019,2019-Lean-9,0
3050,10,1,7/11/2019,2019-Lean-1,0
3051,10,4,7/10/2019,2019-Lean-7,0
3052,10,5,7/10/2019,2019-Lean-1,0
3053,10,9,7/9/2019,2019-Lean-9,0
3054,10,4,7/8/2019,2019-Lean-3,0
3055,10,4,7/8/2019,2019-Lean-1,0
3056,10,1,7/8/2019,2019-Lean-9,0
3057,10,4,7/7/2019,2019-Lean-1,0
3058,10,5,7/7/2019,2019-Lean-7,0
3059,55,2,7/9/2019,2019-ISO-27,0
3060,55,4,7/9/2019,2019-ISO-21,0
3061,55,7,7/10/2019,2019-ISO-21,0
3062,55,7,7/11/2019,2019-ISO-27,0
3063,1,9,7/11/2019,2019-Cost Center-3,0
3064,13,9,7/11/2019,2019-Cost Center-3,0
3065,13,7,7/10/2019,2019-Cost Center-3,0
3066,13,2,7/10/2019,2019-Vacation-1,0
3067,13,9,7/9/2019,2019-Cost Center-3,0
3068,13,7,7/7/2019,2019-Cost Center-3,0
3069,13,2,7/7/2019,2019-Vacation-1,0
3070,13,9,7/8/2019,2019-Vacation-1,0
3072,55,3,7/9/2019,2019-ISO-24,0
3073,55,2,7/10/2019,2019-ISO-24,0
3074,55,2,7/11/2019,2019-ISO-24,0
3076,12,2.5,7/14/2019,2019-Cost Center-3,0
3077,12,6.5,7/14/2019,2019-ISO-19,0
3078,55,2,7/14/2019,2019-ISO-27,0
3079,15,5,7/14/2019,2019-Cost Center-3,0
3107,15,9,7/16/2019,2019-ISO-29,0
3081,15,4,7/14/2019,2019-ISO-27,0
3082,2,3,7/15/2019,2019-ISO-28,0
3083,2,1,7/15/2019,2019-ISO-27,0
3084,2,5,7/15/2019,2019-Cost Center-3,0
3085,2,9,7/14/2019,2019-Cost Center-3,0
3086,19,5,7/15/2019,2019-ISO-28,0
3087,19,2,7/15/2019,2019-ISO-20,0
3088,19,2,7/15/2019,2019-Cost Center-3,0
3089,19,5,7/14/2019,2019-ISO-20,0
3090,19,2,7/14/2019,2019-ISO-28,0
3091,19,2,7/14/2019,2019-BPR-1,0
3092,55,7,7/14/2019,2019-Cost Center-3,0
3093,12,6.5,7/15/2019,2019-ISO-24,0
3094,12,1,7/15/2019,2019-Cost Center-3,0
3095,12,1.5,7/15/2019,2019-ISO-19,0
3096,1,9,7/15/2019,2019-Cost Center-3,0
3097,1,9,7/14/2019,2019-Cost Center-3,0
3098,51,9,7/14/2019,2019-Lean-1,0
3099,51,6,7/15/2019,2019-ISO-28,0
3100,51,1,7/15/2019,2019-Cost Center-3,0
3101,51,2,7/15/2019,2019-Lean-1,0
3102,12,1,7/16/2019,2019-Cost Center-3,0
3103,12,0.5,7/16/2019,2019-ISO-21,0
3104,12,7,7/16/2019,2019-ISO-19,0
3105,12,0.5,7/16/2019,2019-Vacation-1,0
3106,15,7,7/15/2019,2019-Cost Center-3,0
3109,15,1,7/15/2019,2019-ISO-27,0
3110,15,1,7/15/2019,2019-ISO-19,0
3111,2,9,7/17/2019,2019-Cost Center-3,0
3112,2,9,7/16/2019,2019-Cost Center-3,0
3113,53,4,7/14/2019,2019-ISO-21,0
3114,53,4,7/14/2019,2019-ISO-26,0
3115,53,1,7/14/2019,2019-Vacation-1,0
3116,53,1.5,7/15/2019,2019-Vacation-1,0
3117,53,1,7/15/2019,2019-Cost Center-3,0
3118,53,4.5,7/15/2019,2019-ISO-26,0
3119,53,2,7/15/2019,2019-ISO-21,0
3120,53,7,7/16/2019,2019-ISO-29,0
3121,53,2,7/16/2019,2019-ISO-26,0
3122,53,4,7/17/2019,2019-ISO-29,0
3123,53,5,7/17/2019,2019-ISO-26,0
3124,55,8,7/15/2019,2019-ISO-28,0
3125,55,9,7/16/2019,2019-ISO-28,0
3126,55,9,7/17/2019,2019-ISO-28,0
3127,19,6,7/17/2019,2019-ISO-28,0
3128,19,2,7/17/2019,2019-ISO-25,0
3129,19,1,7/17/2019,2019-BPR-1,0
3130,12,9,7/17/2019,2019-ISO-21,0
3138,11,2,7/16/2019,2019-ISO-26,0
3132,11,2,7/14/2019,2019-Cost Center-3,0
3141,15,7,7/17/2019,2019-ISO-29,0
3134,11,7,7/16/2019,2019-Cost Center-3,0
3135,11,7,7/14/2019,2019-ISO-26,0
3136,11,2,7/15/2019,2019-Cost Center-3,0
3137,11,7,7/15/2019,2019-ISO-28,0
3139,11,6,7/17/2019,2019-ISO-28,0
3140,11,3,7/17/2019,2019-ISO-26,0
3142,15,2,7/17/2019,2019-Vacation-1,0
3143,15,4,7/18/2019,2019-ISO-19,0
3144,15,4,7/18/2019,2019-ISO-27,0
3145,15,1,7/18/2019,2019-Cost Center-3,0
3146,2,6,7/18/2019,2019-Cost Center-3,0
3147,2,3,7/18/2019,2019-Vacation-1,0
3148,51,9,7/18/2019,2019-Lean-3,0
3149,51,4,7/17/2019,2019-Lean-3,0
3150,51,5,7/17/2019,2019-Lean-1,0
3151,51,6,7/16/2019,2019-Lean-1,0
3152,51,3,7/16/2019,2019-Lean-3,0
3153,12,5,7/18/2019,2019-ISO-19,0
3154,12,4,7/18/2019,2019-BPR-1,0
3155,19,1,7/18/2019,2019-ISO-20,0
3156,19,3,7/18/2019,2019-ISO-28,0
3157,19,5,7/18/2019,2019-ISO-25,0
3158,19,2,7/16/2019,2019-BPR-1,0
3159,19,1,7/16/2019,2019-ISO-20,0
3160,19,2,7/16/2019,2019-ISO-28,0
3161,19,4,7/16/2019,2019-ISO-28,0
3162,11,5,7/18/2019,2019-Cost Center-3,0
3163,11,4,7/18/2019,2019-ISO-26,0
3164,53,9,7/18/2019,2019-ISO-20,0
3165,10,9,7/18/2019,2019-Lean-9,0
3166,10,7,7/17/2019,2019-Lean-9,0
3167,10,2,7/17/2019,2019-Lean-1,0
3168,10,6,7/16/2019,2019-Lean-9,0
3169,10,2,7/16/2019,2019-Lean-3,0
3170,10,1,7/16/2019,2019-Lean-1,0
3171,10,6,7/15/2019,2019-Lean-7,0
3172,10,3,7/15/2019,2019-Lean-1,0
3173,10,5,7/14/2019,2019-Lean-9,0
3174,10,1,7/14/2019,2019-Lean-3,0
3175,10,2,7/14/2019,2019-Lean-1,0
3176,10,1,7/14/2019,2019-Lean-7,0
3177,1,5,7/18/2019,2019-Lean-9,0
3178,1,4,7/18/2019,2019-Cost Center-3,0
3179,1,8,7/17/2019,2019-Lean-9,0
3180,1,1,7/17/2019,2019-Lean-1,0
3181,1,2,7/16/2019,2019-ISO-25,0
3182,1,2,7/16/2019,2019-Lean-3,0
3183,1,5,7/16/2019,2019-Cost Center-3,0
3184,13,9,7/18/2019,2019-Vacation-1,0
3185,13,9,7/17/2019,2019-Vacation-1,0
3186,13,9,7/14/2019,2019-Cost Center-3,0
3188,13,4,7/15/2019,2019-Cost Center-3,0
3189,13,5,7/15/2019,2019-Vacation-1,0
3190,13,2,7/16/2019,2019-Vacation-1,0
3191,13,7,7/16/2019,2019-Cost Center-3,0
3192,55,1,7/15/2019,2019-ISO-27,0
3193,55,8,7/18/2019,2019-ISO-28,0
3194,55,1,7/18/2019,2019-ISO-27,0
3195,15,7,7/21/2019,2019-ISO-19,0
3196,15,2,7/21/2019,2019-ISO-27,0
3197,1,1,7/21/2019,2019-Lean-7,0
3198,1,3,7/21/2019,2019-Lean-1,0
3199,1,2,7/21/2019,2019-Vacation-1,0
3200,1,3,7/21/2019,2019-Cost Center-3,0
3201,2,2,7/21/2019,2019-ISO-30,0
3202,2,7,7/21/2019,2019-Cost Center-3,0
3203,2,2,7/22/2019,2019-ISO-26,0
3204,2,7,7/22/2019,2019-Cost Center-3,0
3205,12,5,7/21/2019,2019-BPR-1,0
3206,12,2.5,7/21/2019,2019-Cost Center-3,0
3207,12,1.5,7/21/2019,2019-ISO-19,0
3208,12,2,7/22/2019,2019-Cost Center-3,0
3209,12,0.5,7/22/2019,2019-ISO-20,0
3210,12,6.5,7/22/2019,2019-ISO-19,0
3211,15,1,7/22/2019,2019-Cost Center-3,0
3212,15,4,7/22/2019,2019-ISO-27,0
3213,15,4,7/22/2019,2019-ISO-19,0
3214,19,9,7/21/2019,2019-ISO-20,0
3215,19,9,7/22/2019,2019-ISO-28,0
3216,2,3,7/23/2019,2019-ISO-30,0
3217,2,3,7/23/2019,2019-ISO-31,0
3218,2,3,7/23/2019,2019-Cost Center-3,0
3219,12,2.5,7/23/2019,2019-ISO-30,0
3220,12,6.5,7/23/2019,2019-Cost Center-3,0
3221,11,9,7/23/2019,2019-Cost Center-4,0
3284,11,3.5,7/22/2019,2019-ISO-26,0
3223,15,2,7/23/2019,2019-Cost Center-3,0
3224,15,6,7/23/2019,2019-ISO-30,0
3225,15,1,7/23/2019,2019-ISO-27,0
3226,53,2,7/24/2019,2019-ISO-21,0
3227,53,1,7/24/2019,2019-ISO-20,0
3228,53,1,7/24/2019,2019-ISO-30,0
3229,53,5,7/24/2019,2019-ISO-26,0
3230,53,3,7/23/2019,2019-ISO-30,0
3231,53,4,7/23/2019,2019-ISO-21,0
3232,53,2,7/23/2019,2019-ISO-20,0
3233,53,5,7/22/2019,2019-ISO-29,0
3234,53,3,7/22/2019,2019-ISO-20,0
3235,53,3.5,7/21/2019,2019-Vacation-1,0
3236,53,5.5,7/21/2019,2019-ISO-21,0
3237,19,2,7/24/2019,2019-ISO-20,0
3238,19,7,7/24/2019,2019-ISO-28,0
3239,12,9,7/24/2019,2019-ISO-20,0
3240,12,3.5,7/25/2019,2019-Vacation-1,0
3241,12,0.5,7/25/2019,2019-Cost Center-3,0
3242,12,3.5,7/25/2019,2019-ISO-19,0
3243,12,0.5,7/25/2019,2019-ISO-30,0
3244,12,1,7/25/2019,2019-ISO-20,0
3245,2,2,7/25/2019,2019-ISO-19,0
3246,2,7,7/25/2019,2019-Cost Center-3,0
3247,2,2,7/24/2019,2019-Vacation-1,0
3248,2,2,7/24/2019,2019-ISO-20,0
3249,2,5,7/24/2019,2019-Cost Center-3,0
3250,15,5,7/25/2019,2019-ISO-19,0
3251,15,3,7/25/2019,2019-ISO-30,0
3252,15,1,7/25/2019,2019-Cost Center-3,0
3253,15,5,7/24/2019,2019-Cost Center-3,0
3254,15,3,7/24/2019,2019-ISO-27,0
3255,15,1,7/24/2019,2019-ISO-19,0
3256,19,7,7/25/2019,2019-ISO-28,0
3257,19,1,7/25/2019,2019-ISO-20,0
3258,19,1,7/25/2019,2019-ISO-25,0
3259,19,2,7/23/2019,2019-ISO-20,0
3260,19,4,7/23/2019,2019-ISO-25,0
3261,19,3,7/23/2019,2019-ISO-28,0
3262,55,4,7/24/2019,2019-Cost Center-3,0
3263,55,1,7/24/2019,2019-ISO-27,0
3273,55,3.5,7/24/2019,2019-ISO-28,0
3265,53,6,7/25/2019,2019-ISO-21,0
3266,53,2,7/25/2019,2019-ISO-29,0
3267,53,1,7/25/2019,2019-ISO-30,0
3274,55,8.5,7/23/2019,2019-ISO-28,0
3269,55,3,7/22/2019,2019-Cost Center-3,0
3270,55,6,7/22/2019,2019-ISO-28,0
3275,55,9,7/25/2019,2019-ISO-28,0
3276,11,5,7/25/2019,2019-ISO-28,0
3277,11,3,7/24/2019,2019-Cost Center-3,0
3283,11,6,7/21/2019,2019-ISO-26,0
3279,11,3,7/21/2019,2019-ISO-28,0
3282,11,5.5,7/22/2019,2019-ISO-28,0
3281,11,3.5,7/24/2019,2019-ISO-28,0
3285,11,2.5,7/24/2019,2019-ISO-26,0
3286,11,4,7/25/2019,2019-ISO-26,0
3287,1,8,7/25/2019,2019-Cost Center-3,0
3288,1,1,7/25/2019,2019-ISO-25,0
3289,1,9,7/24/2019,2019-Cost Center-3,0
3290,1,9,7/23/2019,2019-Cost Center-3,0
3291,1,9,7/22/2019,2019-Cost Center-3,0
3292,10,8,7/25/2019,2019-Lean-9,0
3293,10,1,7/25/2019,2019-Lean-3,0
3294,10,5,7/24/2019,2019-Lean-7,0
3295,10,4,7/24/2019,2019-Lean-1,0
3296,10,3.5,7/23/2019,2019-Lean-3,0
3297,10,3.5,7/23/2019,2019-Lean-1,0
3298,10,2,7/23/2019,2019-Lean-7,0
3299,10,9,7/22/2019,2019-Lean-9,0
3300,10,5,7/21/2019,2019-Lean-7,0
3301,10,3,7/21/2019,2019-Lean-1,0
3302,10,1,7/21/2019,2019-Lean-9,0
3303,13,6,7/25/2019,2019-Cost Center-3,0
3304,13,3,7/25/2019,2019-Vacation-1,0
3305,53,1,7/22/2019,2019-Vacation-1,0
3306,13,1,7/24/2019,2019-Cost Center-3,0
3307,13,8,7/24/2019,2019-Vacation-1,0
3308,13,9,7/23/2019,2019-Cost Center-3,0
3309,13,8,7/22/2019,2019-Cost Center-3,0
3310,13,1,7/22/2019,2019-Vacation-1,0
3311,13,9,7/21/2019,2019-Cost Center-3,0
3312,51,9,7/21/2019,2019-Lean-1,0
3313,51,9,7/22/2019,2019-Lean-1,0
3314,51,6,7/23/2019,2019-Lean-1,0
3315,51,3,7/23/2019,2019-Lean-3,0
3316,51,6,7/24/2019,2019-ISO-28,0
3317,51,3,7/24/2019,2019-Lean-1,0
3318,51,9,7/25/2019,2019-Lean-3,0
3319,53,3,7/28/2019,2019-ISO-26,0
3320,53,6,7/28/2019,2019-Cost Center-3,0
3323,19,6,7/28/2019,2019-ISO-25,0
3322,19,3,7/28/2019,2019-ISO-28,0
3324,2,1,7/28/2019,2019-BPR-1,0
3325,2,8,7/28/2019,2019-Cost Center-3,0
3335,15,0.5,7/28/2019,2019-ISO-29,0
3334,15,1,7/28/2019,2019-ISO-27,0
3331,12,1,7/28/2019,2019-BPR-1,0
3332,12,3.5,7/28/2019,2019-Cost Center-3,0
3333,12,4.5,7/28/2019,2019-ISO-19,0
3338,15,3,7/28/2019,2019-Cost Center-3,0
3339,15,4.5,7/28/2019,2019-ISO-30,0
3340,53,5,7/29/2019,2019-ISO-30,0
3341,53,4,7/29/2019,2019-ISO-21,0
3342,19,2,7/29/2019,2019-ISO-28,0
3343,19,1,7/29/2019,2019-ISO-20,0
3344,19,6,7/29/2019,2019-ISO-25,0
3345,2,3,7/30/2019,2019-Cost Center-3,0
3346,2,6,7/30/2019,2019-Vacation-1,0
3347,2,2.5,7/29/2019,2019-BPR-1,0
3348,2,0.5,7/29/2019,2019-ISO-21,0
3349,2,4,7/29/2019,2019-Cost Center-3,0
3350,2,2,7/29/2019,2019-Vacation-1,0
3351,53,8,7/30/2019,2019-ISO-21,0
3352,53,1,7/30/2019,2019-ISO-20,0
3353,13,9,7/31/2019,2019-Vacation-1,0
3355,13,9,7/30/2019,2019-Cost Center-3,0
3356,13,9,7/29/2019,2019-Cost Center-3,0
3357,13,9,7/28/2019,2019-Cost Center-3,0
3360,13,36,7/31/2019,2019-Vacation-1,0
3361,2,9,7/31/2019,2019-Cost Center-3,0
3366,10,5.5,7/31/2019,2019-Lean-7,0
3367,10,1.5,7/31/2019,2019-Lean-1,0
3364,10,1,7/31/2019,2019-Lean-3,0
3365,10,1,7/31/2019,2019-Lean-9,0
3368,10,2.5,7/30/2019,2019-Lean-7,0
3369,10,5.5,7/30/2019,2019-Lean-9,0
3370,10,1,7/30/2019,2019-Lean-1,0
3371,10,5,7/29/2019,2019-Lean-7,0
3372,10,2.5,7/29/2019,2019-Lean-1,0
3373,10,1.5,7/29/2019,2019-Lean-9,0
3374,10,8,7/28/2019,2019-Lean-9,0
3375,10,1,7/28/2019,2019-Lean-1,0
3376,19,5,7/31/2019,2019-ISO-25,0
3377,19,3,7/31/2019,2019-ISO-20,0
3378,19,1,7/31/2019,2019-Cost Center-3,0
3379,55,6,7/28/2019,2019-ISO-28,0
3380,55,2,7/28/2019,2019-ISO-27,0
3381,55,7,7/29/2019,2019-Cost Center-3,0
3382,55,9,7/30/2019,2019-ISO-28,0
3383,55,1.5,7/31/2019,2019-ISO-28,0
3384,55,2,7/21/2019,2019-ISO-28,0
3385,55,3,7/21/2019,2019-ISO-27,0
3386,55,4,7/21/2019,2019-Cost Center-3,0
3387,55,0.5,7/23/2019,2019-Cost Center-4,0
3388,55,0.5,7/24/2019,2019-Cost Center-4,0
3389,55,1,7/28/2019,2019-ISO-30,0
3390,55,2,7/29/2019,2019-ISO-30,0
3394,55,7,7/31/2019,2019-ISO-19,0
3397,15,1,7/29/2019,2019-Vacation-1,0
3393,55,6,8/1/2019,2019-Vacation-1,0
3395,55,0.5,7/31/2019,2019-Cost Center-3,0
3396,55,1.5,8/1/2019,2019-Cost Center-3,0
3398,15,8,7/29/2019,2019-ISO-30,0
3399,15,9,7/30/2019,2019-Cost Center-4,0
3402,15,2,7/31/2019,2019-Cost Center-3,0
3401,15,7,7/31/2019,2019-ISO-19,0
3403,15,3,8/1/2019,2019-ISO-30,0
3404,15,3,8/1/2019,2019-Cost Center-3,0
3405,53,2,7/31/2019,2019-ISO-30,0
3406,53,7,7/31/2019,2019-ISO-20,0
3407,15,1,8/1/2019,2019-ISO-19,0
3408,51,9,7/28/2019,2019-Lean-1,0
3409,51,5,7/29/2019,2019-Lean-1,0
3410,51,4,7/29/2019,2019-Lean-3,0
3411,51,9,7/30/2019,2019-Lean-1,0
3412,51,7,7/31/2019,2019-Lean-1,0
3413,51,2,7/31/2019,2019-Lean-3,0
3414,51,9,8/1/2019,2019-Lean-3,0
3415,11,9,7/31/2019,2019-ISO-31,0
3416,11,9,8/1/2019,2019-ISO-31,0
3417,11,2,7/30/2019,2019-ISO-31,0
3426,19,2,7/30/2019,2019-ISO-25,0
3458,11,6,7/28/2019,2019-Lean-1,0
3420,11,3,7/28/2019,2019-ISO-26,0
3421,19,3,8/1/2019,2019-BPR-1,0
3422,19,3,8/1/2019,2019-ISO-25,0
3423,19,3,7/30/2019,2019-ISO-20,0
3424,19,4,7/30/2019,2019-ISO-28,0
3425,11,7,7/30/2019,2019-ISO-28,0
3459,11,7,7/29/2019,2019-Lean-1,0
3428,11,2,7/29/2019,2019-ISO-28,0
3429,2,1,8/1/2019,2019-ISO-31,0
3430,2,8,8/1/2019,2019-Cost Center-3,0
3431,15,2,8/1/2019,2019-ISO-31,0
3456,53,8.5,8/1/2019,2019-ISO-31,0
3433,53,0.5,8/1/2019,2019-Vacation-1,0
3434,12,6,8/1/2019,2019-BPR-1,0
3435,12,3,8/1/2019,2019-Cost Center-3,0
3436,12,6,7/31/2019,2019-ISO-19,0
3437,12,3,7/31/2019,2019-Cost Center-3,0
3438,12,1.5,7/30/2019,2019-ISO-21,0
3440,12,4,7/30/2019,2019-BPR-1,0
3441,12,1,7/30/2019,2019-Cost Center-3,0
3442,12,2.5,7/30/2019,2019-ISO-19,0
3445,12,5,7/29/2019,2019-Cost Center-3,0
3444,12,1.5,7/29/2019,2019-ISO-20,0
3446,12,1,7/29/2019,2019-ISO-24,0
3447,12,1.5,7/29/2019,2019-ISO-19,0
3448,1,9,7/28/2019,2019-Cost Center-3,0
3449,1,9,7/29/2019,2019-Cost Center-3,0
3450,1,9,7/30/2019,2019-Cost Center-3,0
3451,1,9,7/31/2019,2019-Cost Center-3,0
3629,1,9,8/1/2019,2019-Cost Center-3,0
3453,19,3,8/1/2019,2019-Cost Center-3,0
3454,10,2,8/1/2019,2019-Lean-3,0
